,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_EV,split1_test_EV,split2_test_EV,split3_test_EV,split4_test_EV,mean_test_EV,std_test_EV,rank_test_EV
0,0.2428614616394043,0.012782615053283099,0.017590045928955078,0.0013554959324219356,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.6224495504366265,0.6012516289995802,0.6453732076674459,0.6201341524017567,0.6160822221927924,0.6210584991185202,0.014220631225066649,6,0.6224776499020197,0.601392582818385,0.6453957439385376,0.6201559815702175,0.6161074544369517,0.6211062308800127,0.014187609545484016,6
1,0.4657585620880127,0.014113762407875813,0.03598108291625977,0.002606780189536797,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.6230415613161289,0.6014962121116709,0.6454442894780794,0.6189443540486376,0.6162124883118372,0.6210281166371262,0.014207697537280536,7,0.6230595412635976,0.6016566320058806,0.6454728455422988,0.6189829019196212,0.6162667057712068,0.6210880612834836,0.0141691488719178,7
2,1.1390222549438476,0.08533479649632979,0.10234169960021973,0.019621419260177738,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.6228868927415556,0.6013360762312003,0.6456532477445249,0.6194695992901138,0.616040856970885,0.6210776855941663,0.014317686946755028,4,0.6229214967556334,0.6015084596180776,0.645681241360563,0.6194941878051006,0.6160944308843488,0.6211403149142938,0.014276359803156157,4
3,0.29023289680480957,0.013697849466508323,0.023986387252807616,0.005056148668590592,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.6230195196521855,0.6017148484116832,0.6441802183309626,0.6194153812934817,0.6156753387251956,0.6208014185008045,0.013740741145185623,11,0.6230483564537763,0.6018514522230854,0.6442006691678064,0.6194417000031421,0.6157280044011666,0.620854393689467,0.0137062446087797,11
4,0.5719419956207276,0.028588160325685178,0.039977502822875974,0.006719855358553226,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.6225029693145483,0.6017060672797079,0.6450061379035118,0.619588143409816,0.6154806571912297,0.6208571696896232,0.014022994011074243,9,0.6225311490778376,0.6018798963669633,0.6450272193708692,0.6196161511696073,0.6155314011088981,0.6209175387594379,0.01397908676832053,8
5,1.0308886528015138,0.03806983056758914,0.07843856811523438,0.007723139039617607,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.6229218916055579,0.6018664245776659,0.6454363916288282,0.6194768127197908,0.6161786561194913,0.6211763836039591,0.014088261638315652,2,0.6229541434496597,0.6020074315975606,0.6454602150071047,0.6195023044047692,0.6162404573947451,0.6212332583011446,0.014053637841436588,2
6,0.2670480728149414,0.015833630861662562,0.02118816375732422,0.0023986180728698633,5,7,50,"{'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 50}",0.6226339012646822,0.601306861567874,0.6454098063865777,0.6193819172484338,0.6155562788280033,0.620858122525574,0.01427263317220021,8,0.6226594123147877,0.6014317520743231,0.645445423160266,0.6193921032377516,0.6156140946551176,0.6209089260662479,0.014246832232344388,9
7,0.47527146339416504,0.006444724347544926,0.0335808277130127,0.000799679804145391,5,7,100,"{'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 100}",0.6228963190163086,0.601604539060702,0.6457725706405788,0.6197238319712333,0.6156383306572824,0.6211275007897877,0.014309551655619588,3,0.6229205927543702,0.6017495934928148,0.6458012330190221,0.6197339677349196,0.6156829954362,0.6211780594187534,0.01427686252019746,3
8,0.9489299774169921,0.04486813161242462,0.06696147918701172,0.004469412785604032,5,7,200,"{'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 200}",0.6229740031904261,0.6019041570521129,0.6456328370159921,0.6192442234885198,0.6162178652829835,0.6211949640421572,0.014150250076122466,1,0.6229983161208268,0.6020564109669765,0.6456617118474566,0.619273155380265,0.6162822122408216,0.621254707826641,0.01411403326068649,1
9,0.24722857475280763,0.020682900114392815,0.018389415740966798,0.001019337319251706,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.6217350569266853,0.6013194061000122,0.6446733752517607,0.6194950636202716,0.615152512323537,0.6204754537811403,0.014024504957868597,12,0.621783489857942,0.601453094753255,0.6446879648497417,0.619519901534676,0.6152154963023297,0.6205323599727366,0.013988776780333383,12
