,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_EV,split1_test_EV,split2_test_EV,split3_test_EV,split4_test_EV,mean_test_EV,std_test_EV,rank_test_EV
37,1.6760416984558106,0.10114495096920242,0.17372841835021974,0.009546297943896576,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",-0.28907636939891135,-0.2881679581732759,-0.31531537717359415,-0.2236534342681451,-0.27784096754020315,-0.2788108889011647,0.03022950917829489,47,-0.2875981741997753,-0.2881269983295949,-0.3152035662833266,-0.22341610128786216,-0.2778399568297769,-0.27843700099193214,0.030191312688321308,47
38,3.228200674057007,0.058930342961306705,0.3580179214477539,0.055491547857988904,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",-0.28412621142618,-0.28710348749245873,-0.31646042871047797,-0.22065546791680224,-0.27643981376944704,-0.2769571179121424,0.03125808703631462,46,-0.2827390703841708,-0.287052261665546,-0.3163625477352845,-0.22034678805445296,-0.2764378989651308,-0.2765877238016722,0.03128190688140932,46
39,0.7221668720245361,0.05439767790986058,0.07315855026245117,0.011832114301311682,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",-0.19213469586638188,-0.18969564174567521,-0.21731514216276815,-0.13739956019184807,-0.17578045174601753,-0.18246556420403345,0.026214951983756424,45,-0.190502012701681,-0.18967757163543464,-0.21731315248727023,-0.1370641106516357,-0.17576451775071078,-0.18206471208327907,0.026216668182811816,45
40,1.4659315586090087,0.06158692388662255,0.14851598739624022,0.025359908174276885,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",-0.1896265627744882,-0.18784330954195938,-0.21465747869902385,-0.13813217723696836,-0.17422643572529273,-0.1808976576890631,0.02505097224055003,44,-0.18822252111685245,-0.1878363320928711,-0.21465439540241893,-0.13777546052350087,-0.1742180568428069,-0.1805417938742288,0.025079982424786283,44
41,3.151382398605347,0.3341301330569252,0.28203916549682617,0.04873836890293049,,5,200,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",-0.1903875920059166,-0.1813704656802162,-0.2118909615977087,-0.13193363850097195,-0.17446863222433873,-0.1780105048222205,0.026261094304467398,43,-0.18873083067207808,-0.18136401354241616,-0.21187985034814916,-0.13155511877277726,-0.1744663031402891,-0.1775994416323191,0.026242557057868234,43
42,0.5977552890777588,0.00807974251093263,0.05536913871765137,0.002798318913698582,,7,50,"{'max_depth': None, 'min_samples_split': 7, 'n_estimators': 50}",-0.1515973158924937,-0.13986257378976963,-0.16454490722059556,-0.09948560303041654,-0.13506757494116273,-0.13811180711650264,0.02184054431536787,42,-0.1501017399714506,-0.1398353357000095,-0.16454464875705588,-0.099236436059708,-0.1350407364435,-0.13775196832236422,0.02175161741790879,42
43,1.3031373023986816,0.0648586183289105,0.1374052047729492,0.03632575237694771,,7,100,"{'max_depth': None, 'min_samples_split': 7, 'n_estimators': 100}",-0.13973559194907592,-0.1379412580580286,-0.1623766319310913,-0.1000167063657047,-0.1358676922542248,-0.13518752871346892,0.020025504601173694,41,-0.13837648167029193,-0.1379201395285914,-0.16237073324184825,-0.09971995978339043,-0.1358617327995406,-0.1348497388825083,0.02007254814679127,41
44,2.881679391860962,0.22207648212221998,0.2845139026641846,0.04564940014571147,,7,200,"{'max_depth': None, 'min_samples_split': 7, 'n_estimators': 200}",-0.13949866834548574,-0.13323501913729885,-0.16385923159476712,-0.09737261586182111,-0.13199285315300524,-0.13319176116607234,0.021283226132790926,40,-0.13822300593631898,-0.1332144880198456,-0.163857638473351,-0.09700349708879541,-0.13199285315279874,-0.13285835684806832,0.021337010964554298,40
45,0.6619811058044434,0.04210831585520745,0.058167219161987305,0.003485550966119212,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",-0.10387676247198718,-0.09506305777519275,-0.13047174408261308,-0.07255679625007683,-0.10166244619804954,-0.10072609610470629,0.01855427782081808,39,-0.10281274533367135,-0.09502659024613513,-0.13047126838737233,-0.07222588506923944,-0.10166180975537387,-0.10043957458517583,0.018625044720932942,39
46,1.256756591796875,0.08135146368650406,0.1243295669555664,0.027147833862843824,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",-0.10327662985073016,-0.09178824103469085,-0.12333402115754977,-0.06708400131837577,-0.09405899261179984,-0.09590850608058529,0.018208853995294347,38,-0.10210173344189566,-0.09177306661851103,-0.12333174354716059,-0.06678980317102834,-0.09404523934628584,-0.09560842615785514,0.018212779351720804,38
47,2.5016518592834474,0.1743488727060539,0.22066421508789064,0.01334133324160282,,10,200,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 200}",-0.09887879183179993,-0.08958488208795301,-0.12117659511374779,-0.06632184265506291,-0.08920283654493044,-0.09303325657492391,0.01769963201798705,37,-0.09786311353036137,-0.08955604628078317,-0.12117658750694638,-0.06589741803605276,-0.08920282274101576,-0.09273944407348014,0.017766062071657762,37
