,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1
0,0.09514493942260742,0.004705094125297206,0.023786306381225586,0.001719558884875289,gini,5,2,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.6353711790393013,0.6573426573426573,0.6428571428571429,0.6477541371158393,0.6666666666666666,0.6499967791997673,0.01097076592188114,2,0.6912114014251781,0.669833729216152,0.684085510688836,0.6508313539192399,0.6555819477434679,0.6703132130199403,0.015640567280730447,6,0.6621160409556314,0.6635294117647058,0.6628308400460299,0.6492890995260663,0.6610778443113773,0.6597699702919725,0.005301432521266841,1
1,0.1916907787322998,0.005560547310456585,0.04637336730957031,0.001852794954600165,gini,5,2,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.6305309734513275,0.6558139534883721,0.6428571428571429,0.6474820143884892,0.6611764705882353,0.6475702051078497,0.010637565378434521,24,0.6769596199524941,0.669833729216152,0.66270783847981,0.6413301662707839,0.667458432304038,0.6636621758789808,0.01207367412901224,46,0.6529209621993127,0.6627497062279673,0.6526315789473683,0.6443914081145585,0.6643026004728132,0.6554003064590366,0.007324237826991525,44
2,0.36998834609985354,0.015140603940669408,0.08172998428344727,0.00039102242018567687,gini,5,2,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.6357615894039735,0.6558891454965358,0.647887323943662,0.6453900709219859,0.6558139534883721,0.648147410348458,0.007481969179277243,16,0.684085510688836,0.6745843230403801,0.6555819477434679,0.6484560570071259,0.669833729216152,0.6665138697892792,0.01288838949180308,32,0.6590389016018307,0.6651053864168618,0.6517119244391971,0.6469194312796209,0.6627497062279673,0.6571072216387599,0.006817808934965105,24
3,0.11068425178527833,0.019495609611606582,0.028984737396240235,0.006923943315075085,gini,5,3,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 50}",0.6280087527352297,0.6558139534883721,0.6456876456876457,0.6445497630331753,0.6604215456674473,0.6468941727205934,0.01119253792119432,32,0.6817102137767221,0.669833729216152,0.6579572446555819,0.6460807600950119,0.669833729216152,0.6650877656003298,0.01211173486799604,40,0.65375854214123,0.6627497062279673,0.6517647058823529,0.6453143534994069,0.6650943396226415,0.655737420137362,0.0072801855046830816,39
4,0.20202398300170898,0.015705263304794336,0.048195171356201175,0.002132691344656641,gini,5,3,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 100}",0.6313465783664459,0.6560364464692483,0.6409090909090909,0.6469194312796208,0.6619718309859155,0.6474350532658354,0.010836061124156953,26,0.6793349168646081,0.684085510688836,0.669833729216152,0.6484560570071259,0.669833729216152,0.6703137274875408,0.012241171407756529,5,0.654462242562929,0.6697674418604652,0.6550522648083624,0.6476868327402135,0.6658795749704841,0.6585712070916848,0.00808104778346957,8
5,0.3904975414276123,0.018400591481241402,0.08704676628112792,0.002145594089729779,gini,5,3,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 200}",0.6355555555555555,0.6581986143187067,0.6443418013856813,0.6447058823529411,0.660377358490566,0.6486350805590988,0.009320764735339757,14,0.6793349168646081,0.6769596199524941,0.66270783847981,0.6508313539192399,0.665083135391924,0.6669882089170612,0.010343173062436848,28,0.6567164179104479,0.667447306791569,0.6533957845433255,0.6477541371158393,0.6627218934911242,0.6576090463522593,0.006908002566291599,19
6,0.10285367965698242,0.014666689999358013,0.02581315040588379,0.002607054798819598,gini,5,5,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.6333333333333333,0.6581986143187067,0.647191011235955,0.6435406698564593,0.6643026004728132,0.6493117092300607,0.010926281534389452,7,0.6769596199524941,0.6769596199524941,0.684085510688836,0.6389548693586699,0.667458432304038,0.6688871088309908,0.01586756441742643,14,0.6544202066590126,0.667447306791569,0.6651270207852193,0.6412395709177593,0.6658767772511849,0.6588230911789106,0.009922952316808622,6
7,0.20339689254760743,0.015510855536517435,0.05456900596618652,0.0069978358875356075,gini,5,5,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.6307692307692307,0.6526806526806527,0.640625,0.6484560570071259,0.6666666666666666,0.6478368727005854,0.01201457851460836,21,0.6817102137767221,0.665083135391924,0.6817102137767221,0.6484560570071259,0.6555819477434679,0.6665112974512761,0.013485952366499125,33,0.6552511415525114,0.6588235294117646,0.6605293440736479,0.6484560570071259,0.6610778443113773,0.6568276741321089,0.004653584792349732,29
8,0.40033774375915526,0.03510318584449254,0.09634475708007813,0.022020018307173282,gini,5,5,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.6299559471365639,0.6550925925925926,0.6433566433566433,0.6469194312796208,0.660377358490566,0.6471383949503584,0.010471641000754808,29,0.6793349168646081,0.672209026128266,0.6555819477434679,0.6484560570071259,0.665083135391924,0.6641380584095646,0.011101028365249855,43,0.6537142857142857,0.6635404454865181,0.6494117647058824,0.6476868327402135,0.6627218934911242,0.6554164359464147,0.006603779936506445,43
9,0.0931467056274414,0.001719819358094685,0.023786258697509766,0.0014693148294947411,gini,5,7,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 50}",0.6252723311546841,0.6619718309859155,0.6381578947368421,0.6477541371158393,0.6611764705882353,0.646865127479073,0.01397291280514325,33,0.6817102137767221,0.669833729216152,0.6912114014251781,0.6508313539192399,0.667458432304038,0.672210569531068,0.013684122409855807,1,0.6522727272727272,0.6658795749704841,0.6636259977194983,0.6492890995260663,0.6643026004728132,0.6590740009241477,0.006875670780240695,5
